gene_id,SRR13308380,SRR13308381,SRR13308382,SRR13308383,SRR13308392,SRR13308393,SRR13308394,SRR13308395
gene-pde6a|pde6a,22,8,10,24,30,48,18,0
gene-flt4|flt4,306,184,159,78,224,319,160,159
gene-LOC109625762|LOC109625762,829,533,683,438,598,585,562,707
gene-LOC109625061|LOC109625061,3,0,3,0,0,0,0,3
gene-prelid1|prelid1,2236,1458,2106,1872,1613,1343,1586,2605
gene-LOC109625077|LOC109625077,133,71,43,59,104,140,89,86
gene-fam193b|fam193b,177,170,164,101,180,177,187,213
gene-ddx41|ddx41,425,264,417,187,476,301,392,491
gene-LOC109624501|LOC109624501,2,3,0,2,5,0,0,4
gene-anxa6|anxa6,665,757,1106,511,822,1235,1541,1941
gene-unc5a|unc5a,0,0,0,0,0,0,0,0
gene-pdlim7|pdlim7,95,99,87,46,110,97,105,106
gene-cltb|cltb,370,353,690,302,577,375,544,718
gene-hnrnph1|hnrnph1,227,203,412,242,285,221,289,540
gene-prob1|prob1,0,3,0,4,4,0,0,7
gene-LOC109628084|LOC109628084,0,0,5,5,0,0,0,5
gene-LOC109647601|LOC109647601,207,248,228,122,161,193,176,168
gene-trnaa-cgc|trnaa-cgc,0,0,1,0,1,0,0,0
gene-trnaa-ugc|trnaa-ugc,0,0,0,0,0,0,0,0
gene-LOC109624526|LOC109624526,0,0,0,0,0,0,0,0
gene-LOC109624119|LOC109624119,0,0,0,0,0,0,0,0
gene-higd2a|higd2a,432,249,446,207,439,205,248,366
gene-LOC109625099|LOC109625099,1905,1546,1931,1466,2027,1700,1703,1773
gene-LOC109625685|LOC109625685,365,354,575,212,405,342,387,606
gene-LOC109625710|LOC109625710,313,90,232,263,586,551,372,108
gene-rmnd5b|rmnd5b,445,381,689,374,516,431,640,904
gene-dctn4|dctn4,589,478,535,318,560,458,399,565
gene-synpo|synpo,163,178,148,145,243,176,227,200
gene-tnip1|tnip1,2225,2102,11911,2826,12257,2070,3050,3350
gene-gpx3|gpx3,2287,2542,5088,2482,4600,2336,3595,3482
gene-LOC109626270|LOC109626270,329,316,290,98,294,173,227,268
gene-syce3|syce3,9,0,10,5,0,0,0,5
gene-LOC109627129|LOC109627129,0,0,0,0,0,0,0,0
gene-LOC109646579|LOC109646579,164,124,237,67,143,250,274,405
gene-hmmr|hmmr,0,9,40,0,18,0,18,13
gene-med7|med7,89,96,124,58,104,106,119,185
gene-itk|itk,27,7,133,67,57,13,150,32
gene-cyfip2|cyfip2,29,13,47,21,20,20,36,13
gene-LOC109637645|LOC109637645,96,61,110,86,98,86,77,91
gene-cystm1|cystm1,465,474,1214,1503,547,510,529,667
gene-LOC109646647|LOC109646647,318,266,85,103,224,86,43,18
gene-LOC109647160|LOC109647160,43,70,96,27,57,41,31,33
gene-zc4h2|zc4h2,309,244,274,107,252,177,209,241
gene-LOC109646244|LOC109646244,396,349,342,161,197,355,424,481
gene-eif4ebp3|eif4ebp3,2864,2398,1692,753,1368,1722,2047,1202
gene-LOC109646479|LOC109646479,204,136,909,705,380,186,209,433
gene-LOC109647530|LOC109647530,184,81,147,92,174,69,92,208
gene-psmd10|psmd10,65,78,96,59,76,48,91,125
gene-xiap|xiap,928,728,987,1472,607,633,971,1545
gene-LOC109637701|LOC109637701,74,58,32,31,70,75,41,37
gene-LOC109632740|LOC109632740,829,840,643,518,961,866,721,757
gene-lrrtm2|lrrtm2,0,2,0,0,0,0,0,0
gene-LOC109630394|LOC109630394,0,0,0,0,0,0,0,0
gene-sncb|sncb,27,24,22,12,13,9,14,9
gene-rnf44|rnf44,184,194,191,71,125,188,230,387
gene-LOC109624644|LOC109624644,0,5,0,0,3,0,0,0
gene-LOC109624570|LOC109624570,0,0,0,0,0,0,0,0
gene-LOC109624445|LOC109624445,0,0,0,0,0,0,0,0
gene-LOC109626761|LOC109626761,236,192,313,149,242,153,125,208
gene-stc2|stc2,0,0,0,0,0,0,0,0
gene-nkx2-5|nkx2-5,0,0,0,0,0,0,0,0
gene-bnip1|bnip1,17,8,76,15,53,29,14,153
gene-LOC109628220|LOC109628220,0,0,0,0,0,0,0,0
gene-gpr151|gpr151,0,0,0,0,0,0,1,0
gene-adam19|adam19,0,0,19,7,54,12,11,6
gene-ebf1|ebf1,0,0,0,0,0,4,0,11
gene-il12b|il12b,0,0,0,0,0,0,0,0
gene-LOC109641448|LOC109641448,0,12,7,0,9,0,0,4
gene-afap1l1|afap1l1,121,103,73,70,53,91,109,67
gene-LOC109627611|LOC109627611,0,5,0,0,0,0,0,0
gene-LOC109637355|LOC109637355,1176,1137,1196,703,1378,809,845,756
gene-gprin1|gprin1,27,33,224,68,197,40,95,27
gene-cdhr2|cdhr2,191,274,1706,282,1740,332,813,319
gene-faf2|faf2,733,607,984,579,929,573,620,944
gene-pin4|pin4,353,286,368,272,323,326,339,429
gene-LOC109624149|LOC109624149,275,265,681,277,315,245,469,376
gene-LOC109639853|LOC109639853,29986,22395,26875,31015,24960,22617,25662,30089
gene-thg1l|thg1l,67,44,104,35,59,59,78,141
gene-lsm11|lsm11,50,66,81,40,90,45,58,110
gene-clint1|clint1,1567,1420,2956,1205,2260,1904,2193,3818
gene-LOC109626189|LOC109626189,45,51,41,73,49,77,68,100
gene-LOC109637560|LOC109637560,198,187,188,84,180,244,224,237
gene-apool|apool,588,476,528,384,503,520,314,351
gene-LOC109637860|LOC109637860,0,0,11,0,0,0,0,0
gene-hdx|hdx,109,114,175,163,90,104,137,166
gene-LOC109624790|LOC109624790,10,14,50,0,45,14,26,18
gene-rps6ka6|rps6ka6,132,119,268,229,163,124,154,315
gene-sh3bgrl|sh3bgrl,573,436,509,265,484,404,394,207
gene-tbx22|tbx22,0,0,0,0,0,0,0,5
gene-LOC109624207|LOC109624207,42,45,20,35,32,47,44,42
gene-hmgn5|hmgn5,2043,1559,1632,1239,1482,1418,1286,738
gene-LOC109631630|LOC109631630,7,9,11,0,6,11,3,4
gene-LOC109631482|LOC109631482,9,14,22,9,57,13,16,12
gene-lpar4|lpar4,19,26,56,7,28,21,26,23
gene-cysltr1|cysltr1,0,3,3,3,0,0,0,0
gene-itm2a|itm2a,1047,1003,887,802,664,640,587,327
gene-LOC109627845|LOC109627845,388,391,350,221,432,416,272,251
gene-LOC109625838|LOC109625838,531,420,621,386,545,399,399,648
gene-vamp7|vamp7,588,529,675,279,589,468,517,1004
gene-pdgfrl|pdgfrl,84,81,54,74,117,94,58,46
gene-mtus1|mtus1,1777,1519,1555,1238,1338,1542,1634,1637
gene-hdac3|hdac3,212,147,179,52,271,164,228,223
gene-LOC109629010|LOC109629010,113,74,65,47,66,75,31,26
gene-LOC109638234|LOC109638234,371,410,648,239,536,347,454,399
gene-LOC109626919|LOC109626919,23,45,55,24,45,40,53,23
gene-cspp1|cspp1,58,75,93,67,57,43,27,59
gene-LOC109624228|LOC109624228,0,4,0,0,0,8,5,9
gene-snx25|snx25,234,237,237,165,285,193,253,219
gene-LOC109624236|LOC109624236,57,17,16,19,28,9,9,24
gene-il1rapl2|il1rapl2,4,0,0,0,0,3,0,0
gene-LOC109627345|LOC109627345,115,120,233,224,146,127,68,73
gene-LOC109638474|LOC109638474,12,0,0,0,0,0,0,0
gene-ptcd3|ptcd3,120,81,136,58,132,66,74,86
gene-LOC109627583|LOC109627583,10,0,9,33,6,0,6,12
gene-cenpu|cenpu,0,0,21,0,11,11,6,0
gene-trnal-aag-2|trnal-aag,0,0,0,0,0,0,0,0
gene-polr1a|polr1a,578,658,951,433,847,425,516,670
gene-st3gal5|st3gal5,410,396,769,240,461,297,366,614
gene-LOC109631395|LOC109631395,337,266,445,741,263,277,419,451
gene-irf2|irf2,136,160,188,58,197,161,186,268
gene-LOC109631438|LOC109631438,0,0,0,0,0,0,0,0
gene-slitrk4|slitrk4,0,0,0,0,0,0,0,0
gene-LOC109625013|LOC109625013,0,0,0,0,0,0,0,0
gene-LOC109624382|LOC109624382,139,109,179,75,152,128,154,230
gene-LOC109625056|LOC109625056,3,4,3,2,5,2,1,6
gene-LOC109628578|LOC109628578,17,22,8,14,16,29,8,0
gene-hspa9|hspa9,1317,1125,2983,3550,1592,1116,1841,4634
gene-LOC109624667|LOC109624667,92,531,639,22432,145,94,220,1391
gene-LOC109627666|LOC109627666,372,374,404,611,327,349,438,462
gene-LOC109638718|LOC109638718,113,102,260,325,139,115,131,271
gene-ndufc1|ndufc1,272,162,273,172,192,137,135,135
gene-LOC109629018|LOC109629018,7,0,28,13,13,34,9,34
gene-LOC109627488|LOC109627488,588,523,759,535,636,584,588,717
gene-LOC109624542|LOC109624542,960,821,898,637,763,1207,1594,989
gene-hars|hars,405,337,972,384,698,360,535,940
gene-LOC109629523|LOC109629523,368,292,333,177,299,382,400,423
gene-rab33b|rab33b,131,102,247,114,151,125,116,184
gene-immt|immt,463,419,704,358,548,450,545,685
gene-cunh4orf47|cunh4orf47,0,0,0,0,0,0,0,0
gene-hvcn1|hvcn1,24,22,33,13,42,22,51,30
gene-nkx1-1|nkx1-1,0,0,0,0,0,0,0,0
gene-uvssa|uvssa,64,81,63,69,104,53,62,75
gene-sil1|sil1,232,250,1939,1134,765,727,809,3162
gene-LOC109624860|LOC109624860,0,0,0,0,0,4,0,0
gene-LOC109630794|LOC109630794,0,0,0,0,0,0,0,0
gene-LOC109638879|LOC109638879,0,0,0,0,0,0,0,0
gene-setd7|setd7,115,75,79,44,135,91,146,105
gene-LOC109627538|LOC109627538,296,264,298,231,289,248,273,392
gene-LOC109624326|LOC109624326,35,69,61,35,64,40,26,13
gene-tctn1|tctn1,30,60,42,47,33,19,26,31
gene-spdl1|spdl1,15,17,22,17,0,10,18,28
gene-trappc11|trappc11,664,535,701,241,731,628,851,763
gene-LOC109627413|LOC109627413,108,81,51,14,112,76,42,18
gene-LOC109628776|LOC109628776,131,108,252,125,147,91,73,72
gene-atoh8|atoh8,235,204,402,169,338,202,313,763
gene-abhd18|abhd18,402,316,445,343,413,531,648,510
gene-tmem129|tmem129,362,338,868,431,665,499,786,1644
gene-rnf103|rnf103,243,277,327,164,271,287,335,441
gene-igbp1|igbp1,468,378,520,223,519,357,500,631
gene-LOC109628398|LOC109628398,1401,1336,2045,1541,2338,2013,2643,3489
gene-LOC109638964|LOC109638964,271,252,214,68,226,182,190,144
gene-LOC109627071|LOC109627071,180,149,85,65,131,115,139,74
gene-LOC109632471|LOC109632471,29,24,20,6,27,21,10,13
gene-LOC109624514|LOC109624514,131,135,108,65,127,113,100,98
gene-LOC109624520|LOC109624520,21,6,17,15,9,22,14,26
gene-LOC109634041|LOC109634041,2242,2344,2174,2482,2248,1778,1648,1098
gene-rasgrp3|rasgrp3,156,154,174,66,190,135,147,213
gene-zdhhc2|zdhhc2,151,148,168,185,194,233,221,49
gene-LOC109637936|LOC109637936,0,0,5,0,0,6,0,0
gene-LOC109624333|LOC109624333,0,0,0,0,0,0,0,0
gene-LOC109624339|LOC109624339,0,0,0,0,0,0,0,0
gene-phf6|phf6,156,109,119,103,124,100,89,81
gene-gpc3|gpc3,0,6,4,6,8,0,7,0
gene-tmem173|tmem173,8,13,61,17,8,24,36,132
gene-LOC109624436|LOC109624436,0,7,0,0,0,0,0,0
gene-LOC109628785|LOC109628785,972,613,371,207,620,437,316,212
gene-LOC109627165|LOC109627165,0,0,0,0,5,0,0,7
gene-LOC109627895|LOC109627895,0,0,3,0,0,0,0,0
gene-LOC109624059|LOC109624059,0,0,0,3,0,0,0,0
gene-cfap100|cfap100,0,0,0,0,0,0,0,0
gene-LOC109625367|LOC109625367,62,73,148,66,131,59,84,64
gene-LOC109627179|LOC109627179,2261,1936,2112,960,1926,1668,2051,2159
gene-slc7a2|slc7a2,1054,1346,850,585,1027,1046,865,376
gene-mtmr7|mtmr7,228,229,105,77,101,162,128,77
gene-LOC109628387|LOC109628387,28,50,119,162,47,47,163,232
gene-LOC109624460|LOC109624460,5,6,0,0,0,4,6,0
gene-pfdn6|pfdn6,244,235,299,164,262,231,291,432
gene-mmgt1|mmgt1,536,507,713,351,627,357,401,458
gene-LOC109645601|LOC109645601,96,83,100,240,80,74,50,46
gene-mospd1|mospd1,349,219,210,118,249,171,268,278
gene-fam122b|fam122b,216,226,304,294,199,240,282,238
gene-hprt1|hprt1,2308,2084,4591,4896,3407,2642,4126,6572
gene-LOC109626501|LOC109626501,896,834,961,563,1003,632,635,747
gene-LOC109626013|LOC109626013,4718,5947,5102,4135,4532,4704,4606,4151
gene-LOC109626278|LOC109626278,344,323,286,174,335,336,290,372
gene-LOC109626295|LOC109626295,23,15,2216,6940,36,22,674,831
gene-LOC109626302|LOC109626302,13,0,15,17,0,13,22,66
gene-ube2d2|ube2d2,1031,779,1025,466,963,682,831,1053
gene-cisd1|cisd1,751,676,821,483,794,592,524,679
gene-LOC109631038|LOC109631038,200,70,584,128,170,134,486,256
gene-LOC109627576|LOC109627576,276,225,839,158,335,216,288,445
gene-LOC109627171|LOC109627171,115,86,125,40,107,96,137,135
gene-eif1ad|eif1ad,97,101,115,44,157,121,146,197
gene-LOC109626843|LOC109626843,87952,79096,61929,63599,74461,68144,86873,69176
gene-aup1|aup1,181,240,588,271,322,325,564,959
gene-fnta|fnta,143,119,208,73,234,162,192,211
gene-pigg|pigg,82,93,105,66,136,75,37,52
gene-LOC109624070|LOC109624070,47,36,31,11,45,48,21,27
gene-LOC109638001|LOC109638001,20,7,16,13,16,8,20,8
gene-LOC109624108|LOC109624108,7,0,0,0,0,0,6,0
gene-ap1ar|ap1ar,232,172,391,182,273,190,252,474
gene-LOC109626568|LOC109626568,767,602,1029,741,864,670,793,797
gene-syvn1|syvn1,490,556,1439,833,916,1007,1374,3036
gene-LOC109625396|LOC109625396,178,96,213,141,116,146,170,276
gene-smim19|smim19,152,100,156,69,200,127,72,94
gene-fam199x|fam199x,541,393,530,252,523,399,529,719
gene-LOC109626613|LOC109626613,102,68,167,61,104,91,123,143
gene-LOC109628090|LOC109628090,483,151,164,177,398,355,300,359
gene-dcps|dcps,128,83,159,55,144,74,106,156
gene-ids|ids,396,495,842,461,598,480,420,835
gene-aff2|aff2,13,27,9,9,17,23,9,9
gene-fmr1|fmr1,665,691,682,227,788,702,781,616
gene-LOC109630460|LOC109630460,0,0,0,0,0,0,0,0
gene-LOC109631957|LOC109631957,4,8,0,0,6,7,0,0
gene-LOC109629155|LOC109629155,0,0,0,18,0,0,0,0
gene-LOC109629162|LOC109629162,12,0,10,9,14,14,4,4
gene-LOC109635811|LOC109635811,135,69,106,95,89,64,96,136
gene-fancl|fancl,55,67,41,72,36,59,56,51
gene-LOC109630478|LOC109630478,15,50,36,27,7,35,34,75
gene-asrgl1|asrgl1,116,147,218,123,206,172,145,148
gene-LOC109630339|LOC109630339,15,8,88,9,79,8,27,22
gene-b3gat2|b3gat2,0,0,9,11,3,0,3,7
gene-LOC109635311|LOC109635311,9,11,7,8,3,7,0,0
gene-sertad2|sertad2,41,62,109,196,34,56,72,115
gene-LOC109630485|LOC109630485,0,0,0,0,0,0,0,0
gene-LOC109635128|LOC109635128,552,489,362,179,478,620,598,348
gene-xpo1|xpo1,349,232,390,442,230,281,273,331
gene-LOC109636536|LOC109636536,1418,1648,2752,1236,2008,1878,3222,4263
gene-pcgf6|pcgf6,135,139,202,140,146,148,155,253
gene-kiaa1841|kiaa1841,54,56,40,17,38,27,14,0
gene-pex13|pex13,266,184,304,232,315,179,310,436
gene-rel|rel,133,111,159,316,187,102,231,424
gene-papolg|papolg,284,313,393,216,280,302,341,432
gene-haao|haao,4640,4262,4141,2951,4020,4939,4575,3612
gene-LOC109631997|LOC109631997,335,250,164,30,278,444,374,49
gene-lrrc27|lrrc27,0,0,0,0,0,0,5,0
gene-pwwp2b|pwwp2b,180,168,214,109,164,178,199,212
gene-birc6|birc6,1147,1334,1519,1264,1445,1370,1332,1824
gene-yipf4|yipf4,528,565,864,475,687,514,747,1202
gene-exo1|exo1,0,0,17,0,5,0,0,0
gene-LOC109635873|LOC109635873,0,0,10,0,0,0,9,0
gene-edaradd|edaradd,10,2,5,3,0,2,0,0
gene-slc18a2|slc18a2,0,0,0,0,0,0,0,0
gene-vax1|vax1,0,4,0,0,0,0,0,0
gene-eno4|eno4,5,0,0,0,0,0,2,0
gene-hspa12a|hspa12a,156,60,109,62,118,58,100,114
gene-LOC109630242|LOC109630242,0,0,0,0,0,0,0,0
gene-LOC109630444|LOC109630444,0,0,0,0,0,0,0,0
gene-ltbp1|ltbp1,47,79,61,60,72,77,67,64
gene-ttc27|ttc27,276,265,240,206,414,216,148,135
gene-pdzd8|pdzd8,507,517,528,457,475,498,527,468
gene-kcnk18|kcnk18,21,26,43,13,35,29,34,15
gene-LOC109634913|LOC109634913,711,726,2155,595,1115,630,1039,680
gene-shtn1|shtn1,175,203,227,128,152,230,134,66
gene-LOC109631580|LOC109631580,100895,95355,73222,111726,91026,96377,93061,77385
gene-gbf1|gbf1,559,571,995,430,754,582,673,1470
gene-LOC109636540|LOC109636540,709,494,514,314,569,457,421,397
gene-LOC109632096|LOC109632096,15,3,2,0,0,0,0,0
gene-LOC109636068|LOC109636068,446,422,919,167,524,589,796,850
gene-LOC109631437|LOC109631437,0,0,0,0,0,0,0,0
gene-inpp5a|inpp5a,207,150,206,105,156,181,176,141
gene-kndc1|kndc1,32,23,23,11,17,17,16,18
gene-adgra1|adgra1,55,29,56,25,34,52,30,34
gene-cfap46|cfap46,0,14,0,0,0,7,0,0
gene-thada|thada,128,153,241,123,160,127,111,146
gene-cunh2orf61|cunh2orf61,0,0,0,0,0,0,0,0
gene-mcfd2|mcfd2,4068,3800,4245,3228,5153,4534,3511,7966
gene-LOC109632131|LOC109632131,0,0,0,0,0,0,0,0
gene-LOC109631189|LOC109631189,0,0,0,0,0,0,0,0
gene-LOC109630493|LOC109630493,0,0,0,0,0,0,0,0
gene-LOC109632013|LOC109632013,0,0,0,0,0,0,0,0
gene-zfp36l2|zfp36l2,1816,1980,1926,2059,1185,1471,2219,3252
gene-plekhh2|plekhh2,15,12,21,32,14,22,26,20
gene-sycp3|sycp3,10,0,0,3,0,0,2,0
gene-epcam|epcam,172,294,208,439,158,171,294,281
gene-calm2|calm2,431,488,1562,1228,1064,659,1105,1488
gene-ttc7a|ttc7a,523,404,407,160,300,179,235,235
gene-socs5|socs5,416,366,546,366,377,370,423,640
gene-rhoq|rhoq,283,168,200,98,322,223,210,140
gene-tmem254|tmem254,1356,1110,1498,1210,1250,1159,1352,2152
gene-plac9|plac9,45,51,74,30,80,36,86,33
gene-stk32c|stk32c,12,25,9,8,3,10,15,7
gene-LOC109629987|LOC109629987,15,14,9,21,30,11,11,17
gene-LOC109629221|LOC109629221,139,166,155,315,75,54,79,116
gene-LOC109635895|LOC109635895,1009,987,1217,926,725,1107,735,462
gene-LOC109635568|LOC109635568,36,12,86,23,68,40,40,19
gene-LOC109636616|LOC109636616,245,343,336,168,297,266,230,185
gene-ide|ide,380,426,720,261,678,367,356,785
gene-LOC109630532|LOC109630532,0,0,0,0,0,0,0,0
gene-LOC109635560|LOC109635560,214,152,101,61,168,141,148,168
gene-ccnj|ccnj,29,33,67,218,14,29,14,55
gene-btaf1|btaf1,223,183,357,238,302,213,290,506
gene-kmo|kmo,2140,1942,2055,1197,1456,2135,2644,2785
gene-opn3|opn3,15,60,98,24,15,67,35,0
gene-tomm20|tomm20,507,445,811,573,720,448,450,870
gene-memo1|memo1,230,252,234,119,212,200,314,350
gene-mkks|mkks,0,0,3,0,3,0,0,0
gene-slx4ip|slx4ip,5,0,0,0,0,0,0,0
gene-LOC109630618|LOC109630618,0,0,0,0,0,0,0,0
gene-LOC109632189|LOC109632189,0,0,0,2,0,0,0,0
gene-irf2bp2|irf2bp2,782,548,590,809,574,425,685,1116
gene-LOC109636767|LOC109636767,103,146,105,85,120,95,112,175
gene-LOC109630612|LOC109630612,15,34,19,18,39,39,33,33
gene-LOC109636756|LOC109636756,161,151,143,53,213,179,135,307
gene-spast|spast,129,135,136,103,136,113,141,198
gene-sptlc3|sptlc3,11,27,12,37,36,16,18,28
gene-ism1|ism1,27,14,13,19,32,19,19,9
gene-jag1|jag1,602,392,167,289,717,641,384,243
gene-tasp1|tasp1,126,116,136,46,111,96,102,152
gene-nanp|nanp,42,37,67,13,47,46,47,38
gene-fignl1|fignl1,16,9,41,6,28,15,21,57
gene-ikzf1|ikzf1,62,56,113,27,88,80,58,53
gene-LOC109629204|LOC109629204,0,0,0,0,6,0,0,3
gene-sfxn4|sfxn4,39,44,116,51,59,47,78,106
gene-emx2|emx2,0,0,0,0,0,0,0,0
gene-fam204a|fam204a,84,50,100,44,66,57,110,98
gene-LOC109631774|LOC109631774,0,0,0,0,0,0,0,7
gene-pik3ap1|pik3ap1,97,107,87,84,92,112,132,76
gene-LOC109634180|LOC109634180,1370,1111,954,730,1283,1159,1089,951
gene-sgpl1|sgpl1,1317,1082,1190,670,1083,921,923,1356
gene-csgalnact2|csgalnact2,221,279,301,91,273,222,278,258
gene-sec23ip|sec23ip,350,287,803,255,747,398,387,871
gene-mcmbp|mcmbp,423,376,283,265,432,308,216,221
gene-tial1|tial1,445,489,1037,935,582,527,844,1472
gene-LOC109630539|LOC109630539,0,0,0,0,0,0,0,0
gene-atoh7|atoh7,0,0,0,0,0,0,0,0
gene-mypn|mypn,2,0,10,51,0,0,12,18
gene-cacul1|cacul1,221,204,249,132,231,157,226,270
gene-LOC109631363|LOC109631363,0,0,0,0,0,0,0,0
gene-LOC109634688|LOC109634688,574,567,874,332,563,711,726,629
gene-lrrfip2|lrrfip2,436,363,484,648,337,438,500,606
gene-LOC109635908|LOC109635908,6,20,6,0,10,10,17,0
gene-smoc2|smoc2,5,17,0,11,40,21,9,0
gene-LOC109635164|LOC109635164,0,0,0,0,0,0,0,0
gene-cdh23|cdh23,0,9,62,0,21,0,18,17
gene-LOC109632812|LOC109632812,0,2,0,0,0,2,0,3
gene-plpp4|plpp4,0,0,0,2,0,0,0,0
gene-ate1|ate1,248,301,378,191,410,308,365,680
gene-LOC109630568|LOC109630568,0,3,9,0,0,9,19,33
gene-ablim1|ablim1,72,81,44,16,68,64,47,47
gene-fam160b1|fam160b1,562,573,752,348,630,552,698,920
gene-LOC109630379|LOC109630379,0,1,0,0,0,3,0,0
gene-LOC109630389|LOC109630389,0,0,0,0,0,0,0,0
gene-LOC109630426|LOC109630426,0,0,0,7,0,0,0,0
gene-klhdc3|klhdc3,188,202,402,236,187,199,294,481
gene-sipa1l2|sipa1l2,190,190,161,274,159,127,97,71
gene-polr1b|polr1b,161,135,153,128,221,71,132,233
gene-ttl|ttl,279,251,411,107,253,251,311,447
gene-vwc2|vwc2,139,125,85,118,88,120,79,99
gene-mocos|mocos,411,279,157,269,202,239,336,191
gene-LOC109633178|LOC109633178,243,354,409,206,371,452,757,749
gene-tm9sf3|tm9sf3,1187,1168,2259,1072,2056,1291,1260,1820
gene-prdx3|prdx3,354,260,506,323,368,250,330,440
gene-fam45a|fam45a,135,109,342,102,239,130,195,279
gene-eif3a|eif3a,26514,18308,18039,17241,27018,29345,28160,20247
gene-rab11fip2|rab11fip2,104,76,198,39,160,118,197,291
gene-pdlim1|pdlim1,718,650,1236,1618,726,552,623,659
gene-LOC109635856|LOC109635856,1,2,9,22,3,1,1,4
gene-pcbd1|pcbd1,4905,4071,2907,2750,2426,2271,2140,1878
gene-LOC109636795|LOC109636795,13,13,12,0,10,13,18,9
gene-ret|ret,1256,1180,1453,1051,1768,1628,2233,4263
gene-inpp5f|inpp5f,109,83,151,87,83,87,81,107
gene-bag3|bag3,503,446,1318,39841,495,302,408,1125
gene-sirt1|sirt1,116,141,222,198,103,95,124,262
gene-dnajc12|dnajc12,4867,2489,2067,1790,2855,1240,1977,3497
gene-LOC109634613|LOC109634613,1907,1619,1712,1818,1270,1350,1421,1229
gene-herc4|herc4,377,246,748,2903,316,357,430,833
gene-mlh1|mlh1,222,125,103,109,137,169,145,47
gene-eif3l|eif3l,10748,8067,8239,8056,10137,10875,12257,11285
gene-vsir|vsir,117,164,325,159,318,177,242,267
gene-LOC109632820|LOC109632820,7097,4528,6556,8735,7821,4802,7325,15156
gene-wdr11|wdr11,334,299,418,155,402,355,361,305
gene-LOC109630558|LOC109630558,1652,2084,1211,1012,1626,1564,987,650
gene-LOC109633786|LOC109633786,748,970,681,492,875,830,542,338
gene-LOC109636006|LOC109636006,510,573,981,381,851,575,694,593
gene-LOC109632434|LOC109632434,375,427,270,450,506,422,297,150
gene-LOC109632412|LOC109632412,98845,124970,88901,89403,96747,113548,87668,58985
gene-LOC109632446|LOC109632446,182,98,61,132,149,104,106,86
gene-LOC109636146|LOC109636146,194,103,98,62,93,133,100,104
gene-LOC109630579|LOC109630579,50,27,30,24,31,36,24,32
gene-disc1|disc1,674,722,665,471,448,774,777,516
gene-tsnax|tsnax,304,279,570,262,371,288,430,517
gene-egln1|egln1,1058,1046,1419,1083,956,775,1122,1528
gene-LOC109634862|LOC109634862,99,112,298,82,169,116,166,218
gene-LOC109633652|LOC109633652,677,663,711,503,632,574,660,797
gene-ptk7|ptk7,137,197,150,243,204,192,168,140
gene-LOC109630590|LOC109630590,38,20,25,23,33,24,27,19
gene-LOC109632160|LOC109632160,5,5,0,2,3,8,0,1
gene-nid1|nid1,693,904,909,512,915,562,472,369
gene-lyst|lyst,255,245,343,142,285,194,180,199
gene-ppp1r21|ppp1r21,953,805,1106,582,1256,810,894,1148
gene-gtf2a1l|gtf2a1l,0,0,0,6,4,0,0,0
gene-LOC109629822|LOC109629822,6,0,0,0,0,5,0,4
gene-ston1|ston1,400,423,381,234,456,377,438,451
gene-LOC109630696|LOC109630696,7,0,0,0,4,13,7,0
gene-LOC109634214|LOC109634214,21,10,9,13,38,25,18,29
gene-LOC109631817|LOC109631817,0,0,3,0,0,0,5,7
gene-thbs2|thbs2,161,339,187,346,259,247,291,190
gene-agpat4|agpat4,0,3,30,12,73,16,20,12
gene-LOC109629502|LOC109629502,0,0,0,0,0,0,0,0
gene-slc35f3|slc35f3,0,0,0,0,0,0,0,0
gene-LOC109629482|LOC109629482,0,0,3,0,0,0,0,0
gene-erlec1|erlec1,478,504,893,488,572,670,983,2331
gene-map3k4|map3k4,519,440,263,111,332,446,418,196
gene-kcnk1|kcnk1,11,14,33,25,14,11,17,21
gene-tarbp1|tarbp1,74,65,175,86,143,39,55,147
gene-col9a1|col9a1,72,155,251,53,160,119,108,160
gene-LOC109629375|LOC109629375,0,3,0,6,2,0,6,0
gene-fam135a|fam135a,1473,1437,1583,1044,1500,1615,1880,3177
gene-adgrb3|adgrb3,6,9,0,0,0,0,9,0
gene-LOC109636746|LOC109636746,0,0,0,0,0,0,0,0
gene-eys|eys,0,0,0,0,0,0,0,0
gene-lmbrd1|lmbrd1,794,860,952,910,838,660,626,674
gene-bmp5|bmp5,0,4,0,24,0,0,4,5
gene-LOC109630123|LOC109630123,41,89,62,85,57,67,52,75
gene-phf3|phf3,478,480,469,238,397,460,528,532
gene-LOC109633130|LOC109633130,0,0,0,0,0,0,0,0
gene-khdrbs2|khdrbs2,0,0,0,0,0,0,0,0
gene-znf451|znf451,297,197,240,84,202,269,358,280
gene-prim2|prim2,15,15,20,16,45,17,19,14
gene-rab23|rab23,138,127,149,114,140,69,79,148
gene-bag2|bag2,22,8,64,871,33,50,50,72
gene-dst|dst,247,239,595,514,285,370,462,1751
gene-LOC109632078|LOC109632078,42,30,47,55,35,71,84,98
gene-LOC109629565|LOC109629565,0,0,27,5,13,6,12,0
gene-mad2l1bp|mad2l1bp,0,9,8,15,26,0,14,13
gene-mgme1|mgme1,102,123,285,145,238,129,227,327
gene-LOC109630641|LOC109630641,0,0,0,0,13,0,0,0
gene-mrpl14|mrpl14,130,101,90,73,138,77,113,161
gene-LOC109634405|LOC109634405,579,371,348,329,466,303,424,499
