gene_id,SRR13308380,SRR13308381,SRR13308382,SRR13308383,SRR13308392
gene-LOC109633196|LOC109633196,15,21,24,14,19
gene-LOC109628578|LOC109628578,24,27,8,15,21
gene-LOC109624667|LOC109624667,116,644,737,26755,166
gene-LOC109627666|LOC109627666,440,454,482,727,388
gene-LOC109638718|LOC109638718,129,114,304,364,156
gene-ndufc1|ndufc1,331,206,321,212,237
gene-LOC109627488|LOC109627488,711,644,923,656,774
gene-LOC109624542|LOC109624542,1068,928,1000,723,872
gene-hars|hars,490,402,1141,459,832
gene-LOC109629018|LOC109629018,8,7,33,17,13
gene-LOC109629523|LOC109629523,422,348,373,210,357
gene-LOC109624326|LOC109624326,31,62,60,43,63
gene-hvcn1|hvcn1,30,28,41,15,53
gene-tctn1|tctn1,38,73,51,54,41
gene-uvssa|uvssa,79,86,78,80,117
gene-sil1|sil1,272,296,2339,1364,927
gene-spdl1|spdl1,15,19,23,17,0
gene-trappc11|trappc11,785,643,850,300,912
gene-LOC109627413|LOC109627413,124,95,57,15,133
gene-setd7|setd7,132,92,90,51,157
gene-LOC109627538|LOC109627538,329,311,354,270,333
gene-rab33b|rab33b,161,127,298,144,201
gene-immt|immt,549,504,856,417,653
gene-LOC109628776|LOC109628776,162,132,319,158,181
gene-tmem129|tmem129,422,402,1024,525,819
gene-atoh8|atoh8,277,251,473,188,381
gene-rnf103|rnf103,280,321,402,195,320
gene-abhd18|abhd18,492,384,532,426,487
gene-igbp1|igbp1,557,483,642,283,659
gene-LOC109628398|LOC109628398,1725,1649,2460,1905,2815
gene-LOC109638964|LOC109638964,319,299,252,82,285
gene-LOC109627071|LOC109627071,221,183,100,72,163
gene-LOC109632471|LOC109632471,33,29,22,8,31
gene-LOC109624514|LOC109624514,156,175,135,87,169
gene-LOC109624520|LOC109624520,15,0,19,7,2
gene-LOC109634041|LOC109634041,2662,2800,2568,2951,2694
gene-rasgrp3|rasgrp3,178,169,200,75,209
gene-ltbp1|ltbp1,49,86,75,70,93
gene-ttc27|ttc27,324,309,292,256,492
gene-birc6|birc6,1359,1606,1807,1561,1741
gene-edaradd|edaradd,11,2,5,0,0
gene-yipf4|yipf4,620,687,1028,590,814
gene-slc18a2|slc18a2,0,0,0,0,0
gene-pdzd8|pdzd8,603,622,622,567,572
gene-kcnk18|kcnk18,26,33,49,16,41
gene-LOC109634913|LOC109634913,847,884,2647,719,1332
gene-eno4|eno4,5,0,0,0,0
gene-shtn1|shtn1,212,254,267,148,177
gene-hspa12a|hspa12a,203,72,134,71,141
gene-gbf1|gbf1,648,687,1211,533,909
gene-LOC109631580|LOC109631580,122347,116336,89650,137508,110877
gene-LOC109636540|LOC109636540,870,584,617,384,684
gene-LOC109632096|LOC109632096,13,3,2,0,0
gene-LOC109630444|LOC109630444,0,0,0,0,0
gene-LOC109630460|LOC109630460,0,0,0,0,0
gene-LOC109629155|LOC109629155,0,0,0,28,0
gene-LOC109629162|LOC109629162,14,0,11,12,21
gene-LOC109636068|LOC109636068,514,494,1079,200,592
gene-LOC109631957|LOC109631957,4,8,0,0,6
gene-LOC109635811|LOC109635811,148,81,118,112,103
gene-fancl|fancl,61,77,53,82,41
gene-LOC109630478|LOC109630478,18,63,45,39,17
gene-asrgl1|asrgl1,140,184,269,136,248
gene-LOC109630339|LOC109630339,19,10,95,17,90
gene-b3gat2|b3gat2,0,0,10,12,3
gene-LOC109635311|LOC109635311,9,12,8,10,3
gene-LOC109636536|LOC109636536,1676,1973,3274,1493,2345
gene-sertad2|sertad2,49,75,124,229,37
gene-LOC109630485|LOC109630485,0,0,0,0,0
gene-pcgf6|pcgf6,155,154,240,168,171
gene-LOC109635128|LOC109635128,654,579,442,212,564
gene-xpo1|xpo1,417,263,470,545,281
gene-kiaa1841|kiaa1841,59,65,48,22,42
gene-pex13|pex13,313,232,393,300,382
gene-rel|rel,148,129,182,368,218
gene-papolg|papolg,328,377,478,275,336
gene-haao|haao,5566,5173,4994,3594,4821
gene-LOC109631997|LOC109631997,314,250,152,27,285
gene-zfp36l2|zfp36l2,2175,2352,2320,2457,1443
gene-plekhh2|plekhh2,17,15,26,37,17
gene-sycp3|sycp3,11,0,0,3,0
gene-thada|thada,152,185,297,150,205
gene-epcam|epcam,206,342,259,542,186
gene-calm2|calm2,520,584,1890,1500,1306
gene-ttc7a|ttc7a,635,497,481,192,355
gene-mcfd2|mcfd2,4745,4516,5101,3867,6112
gene-socs5|socs5,473,428,655,435,438
gene-rhoq|rhoq,336,203,234,105,396
gene-tmem254|tmem254,1518,1303,1705,1377,1401
gene-plac9|plac9,56,67,86,44,91
gene-lrrc27|lrrc27,0,0,0,0,0
gene-stk32c|stk32c,12,27,10,7,5
gene-pwwp2b|pwwp2b,216,195,251,133,188
gene-LOC109631437|LOC109631437,0,0,0,0,0
gene-inpp5a|inpp5a,235,169,240,114,184
gene-cfap46|cfap46,0,15,0,0,0
gene-kndc1|kndc1,38,26,26,16,18
gene-adgra1|adgra1,66,36,68,32,42
gene-ccnj|ccnj,34,36,79,258,17
gene-LOC109635568|LOC109635568,46,16,105,27,79
gene-LOC109635560|LOC109635560,253,178,117,69,203
gene-LOC109636616|LOC109636616,303,420,410,203,351
gene-btaf1|btaf1,263,225,446,299,364
gene-ide|ide,442,519,832,315,809
gene-opn3|opn3,15,79,117,30,17
gene-LOC109629987|LOC109629987,18,16,17,27,36
gene-kmo|kmo,2605,2366,2510,1477,1772
gene-LOC109629221|LOC109629221,155,211,180,373,94
gene-LOC109635895|LOC109635895,1125,1076,1308,1031,833
gene-nanp|nanp,49,43,79,14,58
gene-polr1b|polr1b,180,158,182,158,269
gene-ttl|ttl,301,295,479,129,299
gene-fignl1|fignl1,19,12,43,8,34
gene-ikzf1|ikzf1,68,71,137,37,102
gene-vwc2|vwc2,159,150,101,146,105
gene-LOC109629204|LOC109629204,0,0,0,0,5
gene-mocos|mocos,467,338,171,322,237
gene-LOC109633178|LOC109633178,288,436,480,262,455
gene-tm9sf3|tm9sf3,1421,1416,2726,1324,2423
gene-prdx3|prdx3,425,319,605,400,440
gene-sfxn4|sfxn4,46,53,131,67,69
gene-fam45a|fam45a,154,123,402,118,281
gene-rab11fip2|rab11fip2,121,101,237,54,190
gene-LOC109631774|LOC109631774,5,0,0,0,0
gene-fam204a|fam204a,104,65,123,50,88
gene-eif3a|eif3a,31760,22230,21849,21082,32779
gene-pik3ap1|pik3ap1,114,126,106,110,115
gene-LOC109634180|LOC109634180,1666,1321,1160,884,1540
gene-pdlim1|pdlim1,855,755,1438,1979,844
gene-LOC109635856|LOC109635856,4,2,11,23,2
gene-LOC109636795|LOC109636795,15,17,15,8,12
gene-sgpl1|sgpl1,1549,1299,1389,795,1288
gene-pcbd1|pcbd1,5655,4741,3387,3279,2870
gene-ret|ret,1502,1418,1773,1305,2173
gene-inpp5f|inpp5f,131,96,183,112,100
gene-csgalnact2|csgalnact2,266,333,345,105,306
gene-mcmbp|mcmbp,499,455,342,328,515
gene-sec23ip|sec23ip,417,351,957,300,876
gene-bag3|bag3,614,530,1588,48560,577
gene-mypn|mypn,2,0,14,54,5
gene-tial1|tial1,526,590,1246,1153,709
gene-LOC109630539|LOC109630539,0,0,0,0,0
gene-cacul1|cacul1,272,248,295,167,292
gene-sirt1|sirt1,140,165,267,256,120
gene-dnajc12|dnajc12,5659,2940,2447,2064,3302
gene-LOC109631363|LOC109631363,0,0,0,0,0
gene-LOC109634613|LOC109634613,2369,1989,2096,2276,1589
gene-herc4|herc4,461,303,905,3572,377
gene-LOC109634688|LOC109634688,686,698,1044,406,681
gene-mlh1|mlh1,261,143,125,128,163
gene-LOC109635908|LOC109635908,8,23,7,0,12
gene-smoc2|smoc2,5,21,0,12,49
gene-lrrfip2|lrrfip2,528,460,602,808,421
gene-eif3l|eif3l,12806,9649,9872,9805,12153
gene-wdr11|wdr11,399,362,498,187,472
gene-cdh23|cdh23,0,12,90,0,25
gene-LOC109632812|LOC109632812,0,3,0,0,0
gene-vsir|vsir,134,214,394,193,386
gene-LOC109632820|LOC109632820,8606,5596,7925,10822,9549
gene-LOC109630558|LOC109630558,1956,2454,1431,1206,1919
gene-LOC109633786|LOC109633786,912,1216,824,586,1077
gene-ate1|ate1,298,363,457,239,488
gene-LOC109636006|LOC109636006,608,696,1193,480,1009
gene-ablim1|ablim1,84,90,53,17,78
gene-fam160b1|fam160b1,657,684,900,417,752
gene-LOC109632446|LOC109632446,213,119,76,152,176
gene-LOC109632434|LOC109632434,364,497,276,469,577
gene-LOC109632412|LOC109632412,117177,151579,107009,109053,116406
gene-LOC109636146|LOC109636146,228,127,110,77,111
gene-klhdc3|klhdc3,220,240,470,278,237
gene-LOC109630579|LOC109630579,55,29,38,28,37
gene-sipa1l2|sipa1l2,246,232,193,331,176
gene-disc1|disc1,777,846,784,532,519
gene-tsnax|tsnax,363,331,710,319,433
gene-egln1|egln1,1256,1273,1675,1299,1122
gene-LOC109634862|LOC109634862,116,134,351,104,204
gene-LOC109633652|LOC109633652,787,774,851,595,746
gene-ptk7|ptk7,167,227,180,270,242
gene-LOC109630590|LOC109630590,56,23,35,29,44
gene-LOC109632160|LOC109632160,21,0,15,0,0
gene-nid1|nid1,823,1081,1112,635,1098
gene-lyst|lyst,304,289,413,172,355
gene-tomm20|tomm20,622,539,970,678,880
gene-irf2bp2|irf2bp2,928,680,721,1004,729
gene-LOC109636767|LOC109636767,121,175,122,105,149
gene-LOC109630612|LOC109630612,21,46,27,24,53
gene-LOC109636756|LOC109636756,184,187,182,64,274
gene-spast|spast,158,157,163,125,164
gene-memo1|memo1,283,318,288,140,254
gene-mkks|mkks,0,0,3,0,3
gene-slx4ip|slx4ip,5,0,0,0,0
gene-jag1|jag1,737,468,205,351,871
gene-sptlc3|sptlc3,14,32,19,55,43
gene-ism1|ism1,28,20,16,20,35
gene-tasp1|tasp1,151,142,160,64,143
gene-LOC109629565|LOC109629565,0,0,33,0,16
gene-macrod2|macrod2,2251,1262,1798,1045,1642
gene-flrt3|flrt3,434,412,226,179,416
gene-mgme1|mgme1,119,141,317,168,273
gene-cst3|cst3,98241,95874,282015,109510,207651
gene-LOC109632931|LOC109632931,334,402,923,211,615
gene-snx5|snx5,1789,1664,2609,1234,2137
gene-LOC109629781|LOC109629781,291,308,1096,283,991
gene-LOC109632323|LOC109632323,2,9,0,0,0
gene-rrbp1|rrbp1,5384,5534,9988,6088,9787
gene-mrpl14|mrpl14,156,123,114,92,160
gene-LOC109632311|LOC109632311,152,129,115,91,68
gene-LOC109632298|LOC109632298,478,441,730,515,589
gene-LOC109631257|LOC109631257,386,289,262,226,212
gene-LOC109631805|LOC109631805,8,3,5,25,3
gene-LOC109629995|LOC109629995,313,197,205,95,249
gene-LOC109630650|LOC109630650,0,0,0,0,0
gene-LOC109634405|LOC109634405,675,449,408,395,524
gene-LOC109632140|LOC109632140,0,0,0,0,28
gene-mrps6|mrps6,86,109,204,132,141
gene-nolc1|nolc1,404,441,559,845,431
gene-slc29a3|slc29a3,172,137,231,81,219
gene-psap|psap,13500,12638,18607,13996,16262
gene-micu1|micu1,929,853,1151,817,855
gene-mcu|mcu,352,366,518,384,325
gene-cunh6orf118|cunh6orf118,5,6,4,0,0
gene-oit3|oit3,2842,2416,2821,582,2388
gene-LOC109636125|LOC109636125,2203,2138,1954,1346,2077
gene-prr18|prr18,10,10,24,58,5
gene-pde10a|pde10a,648,493,368,334,375
gene-sft2d1|sft2d1,420,389,689,451,498
gene-LOC109635472|LOC109635472,266,242,292,125,249
gene-fbln7|fbln7,3,12,7,5,5
gene-LOC109635960|LOC109635960,555,523,529,450,484
gene-zc3h6|zc3h6,289,476,609,191,283
gene-itga9|itga9,1060,1143,893,320,1042
gene-LOC109633749|LOC109633749,149,136,208,122,180
gene-golga4|golga4,984,826,1532,622,1312
gene-LOC109630686|LOC109630686,6,0,0,0,0
gene-msh6|msh6,110,150,148,52,132
gene-fbxo11|fbxo11,616,533,655,254,567
gene-foxn2|foxn2,755,946,1395,1259,652
gene-ppp1r21|ppp1r21,1143,968,1350,720,1506
gene-gtf2a1l|gtf2a1l,0,0,0,10,2
gene-ston1|ston1,487,518,453,289,529
gene-LOC109629822|LOC109629822,6,0,0,0,0
gene-LOC109630696|LOC109630696,9,0,0,0,5
gene-erlec1|erlec1,574,609,1069,615,710
gene-LOC109631817|LOC109631817,0,0,3,0,0
gene-agpat4|agpat4,0,3,42,14,83
gene-thbs2|thbs2,199,404,224,411,310
gene-map3k4|map3k4,627,538,311,129,393
gene-kcnk1|kcnk1,12,15,38,30,15
gene-tarbp1|tarbp1,89,76,203,101,166
gene-LOC109634214|LOC109634214,31,12,13,17,45
gene-col9a1|col9a1,86,176,301,67,188
gene-LOC109629375|LOC109629375,0,0,0,8,5
gene-fam135a|fam135a,1749,1709,1881,1282,1791
gene-lmbrd1|lmbrd1,930,1081,1174,1142,1007
gene-adgrb3|adgrb3,10,10,0,0,0
gene-LOC109636746|LOC109636746,0,0,0,0,0
gene-LOC109633130|LOC109633130,0,0,0,0,0
gene-phf3|phf3,569,570,550,283,486
gene-prim2|prim2,19,19,24,19,51
gene-rab23|rab23,154,142,178,134,164
gene-znf451|znf451,358,231,291,99,241
gene-bag2|bag2,28,10,75,1077,43
gene-LOC109632078|LOC109632078,49,39,59,76,46
gene-LOC109630123|LOC109630123,53,104,71,102,69
gene-dst|dst,288,288,713,616,341
gene-bmp5|bmp5,0,5,0,29,0
gene-fam83b|fam83b,8,5,0,0,5
gene-mlip|mlip,117,128,60,35,128
gene-lrrc1|lrrc1,501,303,351,423,332
gene-klhl31|klhl31,220,129,127,155,317
gene-gclc|gclc,477,349,575,601,425
gene-ick|ick,211,99,125,33,143
gene-elovl5|elovl5,514,1013,1154,709,206
gene-fbxo9|fbxo9,2465,2140,2506,1736,2488
gene-LOC109632542|LOC109632542,4996,4821,5251,4664,4353
gene-tmem14a|tmem14a,481,400,536,329,405
gene-agpat5|agpat5,343,282,446,244,235
gene-angpt2|angpt2,134,217,137,53,62
gene-mcph1|mcph1,50,35,27,15,59
gene-LOC109635431|LOC109635431,308,226,839,275,337
gene-LOC109635440|LOC109635440,0,5,8,2,16
gene-LOC109635448|LOC109635448,8,0,7,0,0
gene-LOC109630729|LOC109630729,299,240,798,339,439
gene-LOC109633804|LOC109633804,16,17,8,28,12
gene-LOC109633796|LOC109633796,16445,10755,10361,9381,10360
gene-LOC109631675|LOC109631675,76,67,194,54,91
gene-LOC109629542|LOC109629542,293,179,173,85,176
gene-spef1|spef1,0,0,0,0,0
gene-LOC109635282|LOC109635282,2081,2041,2291,1769,1779
gene-LOC109629841|LOC109629841,13,34,163,28,47
gene-znf511|znf511,26,9,43,21,43
gene-LOC109631389|LOC109631389,0,0,9,0,0
gene-fuom|fuom,1571,1351,1407,1515,1233
gene-echs1|echs1,1113,823,982,758,887
gene-sprn|sprn,83,53,92,94,98
gene-mtg1|mtg1,316,317,429,254,381
gene-paox|paox,904,1037,1369,870,866
gene-LOC109636235|LOC109636235,91,184,393,207,551
gene-tmem72|tmem72,24,26,17,16,20
gene-rassf4|rassf4,19,13,58,10,46
gene-LOC109629332|LOC109629332,1773,2855,3685,2139,1012
gene-cxcl12|cxcl12,1772,2068,3245,1438,3854
gene-ercc6|ercc6,134,139,233,94,167
gene-LOC109635359|LOC109635359,0,0,0,0,0
gene-LOC109631704|LOC109631704,5,12,5,0,17
gene-LOC109634033|LOC109634033,0,5,0,0,19
gene-lrrc18|lrrc18,0,0,0,0,0
gene-wdfy4|wdfy4,96,106,267,22,189
gene-LOC109633007|LOC109633007,98,121,129,66,77
gene-LOC109633041|LOC109633041,0,0,10,0,0
gene-LOC109632998|LOC109632998,13,29,30,7,30
gene-LOC109632977|LOC109632977,3,5,0,3,0
gene-LOC109632966|LOC109632966,90,101,89,123,71
gene-rrp12|rrp12,209,126,338,160,456
gene-LOC109631641|LOC109631641,15,6,12,8,13
gene-LOC109635177|LOC109635177,83,66,73,94,79
gene-mettl18|mettl18,204,176,199,55,229
gene-sufu|sufu,198,165,336,275,222
gene-LOC109634126|LOC109634126,352,251,291,135,275
gene-npm3|npm3,118,85,95,27,160
gene-pprc1|pprc1,30,14,255,90,144
gene-mgea5|mgea5,720,254,122,134,457
gene-LOC109632569|LOC109632569,547,372,386,214,462
gene-LOC109630160|LOC109630160,92,147,146,115,126
gene-hps6|hps6,132,204,381,379,122
gene-kcnip2|kcnip2,5,0,5,6,0
gene-LOC109633906|LOC109633906,403,389,773,379,525
gene-cutc|cutc,262,212,421,262,225
gene-LOC109630758|LOC109630758,0,0,0,0,0
gene-abcc2|abcc2,1019,1178,948,833,1316
gene-LOC109636610|LOC109636610,17,16,47,110,8
gene-slit1|slit1,113,194,126,231,109
gene-LOC109631889|LOC109631889,31,20,32,10,32
gene-LOC109633426|LOC109633426,180,257,273,161,198
gene-LOC109633439|LOC109633439,5,0,18,0,0
gene-LOC109629678|LOC109629678,1712,1705,1390,1244,1552
gene-hps1|hps1,34,41,74,49,35
gene-hpse2|hpse2,5,3,0,28,0
gene-pyroxd2|pyroxd2,38,34,17,20,15
gene-LOC109635977|LOC109635977,734,983,1311,997,827
gene-LOC109629232|LOC109629232,10,0,0,9,2
gene-LOC109629238|LOC109629238,0,0,0,0,0
gene-LOC109629244|LOC109629244,0,0,0,0,0
gene-golga7b|golga7b,0,0,0,0,5
gene-sfrp5|sfrp5,149,377,203,454,155
gene-LOC109634756|LOC109634756,0,0,0,0,0
gene-LOC109634734|LOC109634734,220,177,168,148,207
gene-avpi1|avpi1,319,259,220,3653,204
gene-marveld1|marveld1,41,41,113,66,103
gene-LOC109630772|LOC109630772,1311,892,2316,1328,1520
gene-LOC109635504|LOC109635504,227,246,394,216,229
gene-LOC109635747|LOC109635747,490,391,918,334,573
gene-zfand4|zfand4,112,97,226,147,126
gene-march8|march8,17,23,70,17,53
gene-alox5|alox5,3,0,14,213,28
gene-slc25a16|slc25a16,123,97,424,1397,158
gene-LOC109635625|LOC109635625,457,437,432,559,482
gene-LOC109634997|LOC109634997,153,104,329,180,158
gene-LOC109631430|LOC109631430,140,205,194,117,238
gene-ccar1|ccar1,1017,844,952,565,915
gene-LOC109631754|LOC109631754,8,0,17,0,3
gene-stox1|stox1,131,50,82,25,96
gene-LOC109631739|LOC109631739,475,539,620,403,502
gene-LOC109631601|LOC109631601,0,0,0,0,0
gene-LOC109631761|LOC109631761,73,45,108,33,72
gene-LOC109636138|LOC109636138,14741,12586,7911,6907,8962
gene-LOC109633505|LOC109633505,716,539,497,433,347
gene-LOC109633498|LOC109633498,159,140,298,104,247
gene-LOC109630781|LOC109630781,29,32,13,12,21
gene-LOC109634230|LOC109634230,864,597,665,352,716
gene-LOC109635602|LOC109635602,1096,1284,1660,1733,1184
gene-xpo5|xpo5,127,69,138,54,214
gene-tp53bp2|tp53bp2,933,660,858,623,850
gene-LOC109630788|LOC109630788,11,17,10,13,9
gene-LOC109629867|LOC109629867,113,245,100,293,143
gene-LOC109631825|LOC109631825,12,0,0,0,0
gene-LOC109633491|LOC109633491,0,0,0,0,0
gene-mark1|mark1,565,438,364,279,387
gene-LOC109630797|LOC109630797,12,7,2,4,8
gene-LOC109635995|LOC109635995,362,306,495,126,366
gene-LOC109635922|LOC109635922,407,318,447,196,371
gene-LOC109630314|LOC109630314,5,14,16,3,27
gene-LOC109629788|LOC109629788,41,76,72,42,40
gene-ogdhl|ogdhl,1044,942,919,643,729
gene-cuedc2|cuedc2,146,72,118,61,124
gene-wnt8b|wnt8b,0,5,0,37,0
gene-hif1an|hif1an,429,406,1226,923,498
gene-LOC109635169|LOC109635169,7841,8299,4435,9182,5093
gene-trmt2b|trmt2b,41,23,56,50,32
gene-LOC109635270|LOC109635270,558,450,702,436,574
gene-LOC109635707|LOC109635707,269,176,229,183,177
gene-LOC109635690|LOC109635690,16,15,21,47,34
gene-tysnd1|tysnd1,179,169,583,312,287
gene-LOC109629833|LOC109629833,160,131,237,361,112
gene-ppa1|ppa1,1975,1210,2566,1717,1714
gene-eif4ebp2|eif4ebp2,1711,1861,1471,844,1399
gene-rps24|rps24,37175,27735,30994,39957,30400
gene-LOC109633087|LOC109633087,21,0,20,8,11
gene-LOC109629363|LOC109629363,234,241,134,186,141
gene-LOC109633068|LOC109633068,984,969,1241,732,883
gene-LOC109630820|LOC109630820,15,12,8,18,18
gene-LOC109633051|LOC109633051,743,704,922,439,913
gene-LOC109630827|LOC109630827,355,280,281,131,279
gene-znf503|znf503,15,5,11,12,7
gene-cunh10orf11|cunh10orf11,15,19,71,22,55
gene-LOC109632502|LOC109632502,15563,14517,142114,59806,87492
gene-polh|polh,5,25,88,6,8
gene-LOC109632495|LOC109632495,7649,5723,7159,6090,6713
gene-trnal-cag|trnal-cag,0,0,4,0,1
gene-gtpbp2|gtpbp2,517,360,1082,417,464
gene-otor|otor,9,5,4,7,0
gene-plek|plek,76,69,138,24,131
gene-LOC109632737|LOC109632737,84,89,93,49,116
gene-sgms1|sgms1,796,861,574,630,1167
gene-LOC109632753|LOC109632753,2489,2389,2088,1694,2131
gene-LOC109635483|LOC109635483,356,468,1224,473,374
gene-LOC109631170|LOC109631170,121,64,156,77,137
gene-pten|pten,2768,2124,2177,1687,2096
gene-itprip|itprip,52,70,103,55,82
gene-gsto1|gsto1,332,272,375,221,396
gene-cfap43|cfap43,398,411,308,165,195
gene-sfr1|sfr1,92,39,44,7,46
gene-LOC109630842|LOC109630842,165,177,299,112,258
gene-LOC109633707|LOC109633707,414,569,515,334,614
gene-LOC109633725|LOC109633725,158,161,310,117,245
gene-sh3pxd2a|sh3pxd2a,133,131,103,119,194
gene-LOC109631102|LOC109631102,31,43,138,39,145
gene-LOC109630853|LOC109630853,296,228,163,97,295
gene-LOC109633403|LOC109633403,7,9,17,10,11
gene-LOC109633396|LOC109633396,3,4,25,14,4
gene-smndc1|smndc1,715,611,774,478,779
gene-ebf3|ebf3,10,0,0,0,0
gene-mgmt|mgmt,46,49,61,50,26
gene-bnip3|bnip3,6751,5599,16197,9007,17861
gene-ppp2r2d|ppp2r2d,601,538,826,444,678
gene-LOC109629757|LOC109629757,0,0,0,0,0
gene-LOC109631450|LOC109631450,287,304,453,201,253
gene-LOC109630857|LOC109630857,16,10,0,0,14
gene-LOC109635591|LOC109635591,8,0,8,25,3
gene-edrf1|edrf1,266,284,796,3803,365
gene-tex36|tex36,0,0,0,0,0
gene-LOC109634683|LOC109634683,0,0,0,0,0
gene-LOC109634656|LOC109634656,481,415,843,597,823
gene-LOC109635796|LOC109635796,271,197,201,178,212
gene-fam175b|fam175b,177,171,291,151,214
gene-mettl10|mettl10,495,356,394,245,378
gene-LOC109636260|LOC109636260,301,220,328,97,281
gene-LOC109630365|LOC109630365,214,245,234,103,297
gene-hmx2|hmx2,0,0,0,0,0
gene-LOC109633347|LOC109633347,120,95,129,130,115
gene-LOC109633323|LOC109633323,22,16,19,26,16
gene-LOC109636662|LOC109636662,0,0,0,0,0
gene-pgbd5|pgbd5,40,56,52,22,90
gene-LOC109629811|LOC109629811,5,0,0,0,0
gene-LOC109630869|LOC109630869,25,20,35,41,24
gene-ubac2|ubac2,385,365,349,255,483
gene-LOC109633337|LOC109633337,14434,18178,23123,20760,23326
gene-cog2|cog2,1374,1419,954,907,1096
gene-LOC109633137|LOC109633137,215,358,285,136,128
gene-ccdc6|ccdc6,582,469,573,391,592
gene-slc16a9|slc16a9,25,14,12,34,44
gene-LOC109636309|LOC109636309,37,24,36,33,36
gene-phyhipl|phyhipl,0,0,0,0,0
gene-bicc1|bicc1,107,127,154,82,113
gene-LOC109635107|LOC109635107,341,296,546,185,468
gene-LOC109632181|LOC109632181,3,0,3,3,0
gene-LOC109635778|LOC109635778,0,0,0,51,0
gene-LOC109635790|LOC109635790,0,5,53,8,5
gene-p4ha1|p4ha1,306,266,1089,2244,292
gene-LOC109636434|LOC109636434,958,681,611,680,735
gene-ecd|ecd,122,149,171,195,176
gene-fam149b1|fam149b1,53,27,67,35,46
gene-dnajc9|dnajc9,108,62,68,51,99
gene-LOC109631569|LOC109631569,5,0,0,0,0
gene-LOC109636778|LOC109636778,327,292,310,192,254
gene-wapl|wapl,478,444,625,332,457
gene-plekha1|plekha1,288,217,423,218,204
gene-phactr2|phactr2,328,227,321,157,379
gene-sf3b5|sf3b5,265,213,371,97,375
gene-LOC109629903|LOC109629903,5,10,0,10,8
gene-LOC109635683|LOC109635683,102,100,142,59,85
gene-pcnx2|pcnx2,10,10,23,18,18
gene-map3k21|map3k21,183,165,128,73,137
gene-LOC109631786|LOC109631786,5,12,63,36,15
gene-LOC109630900|LOC109630900,1113,1273,3330,1403,2449
gene-LOC109632866|LOC109632866,1421,1339,1740,1219,1246
gene-slc29a1|slc29a1,161,491,339,306,408
gene-LOC109631944|LOC109631944,110,102,145,60,132
gene-LOC109631934|LOC109631934,141,132,207,114,229
gene-zbtb18|zbtb18,158,132,149,146,99
gene-trnav-cac|trnav-cac,0,0,0,0,0
gene-LOC109630907|LOC109630907,28,49,71,46,37
gene-tnfaip3|tnfaip3,313,307,4559,295,1123
gene-LOC109631491|LOC109631491,29,35,57,10,55
gene-arid5b|arid5b,252,363,169,190,363
gene-dync2li1|dync2li1,21,27,26,28,8
gene-LOC109632249|LOC109632249,21,12,33,15,24
gene-cep170|cep170,183,132,160,44,170
gene-hint1|hint1,1053,910,1024,1062,886
gene-lyrm7|lyrm7,74,53,123,96,75
gene-LOC109636592|LOC109636592,53,40,71,45,64
gene-lrpprc|lrpprc,136,146,253,114,199
gene-abcg5|abcg5,1451,1529,1195,822,1116
gene-abcg8|abcg8,2663,2351,2326,1591,2624
gene-znhit2|znhit2,89,87,160,87,108
gene-ppm1b|ppm1b,464,382,551,230,423
gene-LOC109636405|LOC109636405,38,26,39,22,42
gene-prepl|prepl,153,111,119,43,103
gene-slc3a1|slc3a1,81,114,91,89,77
gene-LOC109636421|LOC109636421,269,318,395,171,368
gene-srbd1|srbd1,32,10,10,0,13
gene-LOC109630345|LOC109630345,1538,1785,1467,1450,1436
gene-LOC109630212|LOC109630212,5,0,0,7,0
gene-LOC109630222|LOC109630222,0,0,0,0,0
gene-cfap36|cfap36,109,158,144,129,76
gene-ppp4r3b|ppp4r3b,1136,870,1268,877,1087
