gene_id,SRR13308380,SRR13308381,SRR13308382,SRR13308383,SRR13308392
gene-LOC109624354,13,10,36,26,26
gene-LOC109624357,0,0,0,0,0
gene-LOC109624358,320,241,339,127,286
gene-LOC109624359,18,28,22,13,12
gene-LOC109624363,5,2,12,8,2
gene-LOC109624367,0,0,0,0,0
gene-LOC109624368,0,0,0,0,0
gene-LOC109624376,0,0,0,0,0
gene-LOC109624377,0,0,0,0,0
gene-LOC109624378,216,137,177,111,195
gene-LOC109624379,1014,824,1094,607,1052
gene-LOC109624380,116,139,163,104,132
gene-LOC109624382,64,55,90,34,78
gene-LOC109624384,102,71,45,19,76
gene-LOC109624385,0,0,0,0,0
gene-LOC109624386,0,0,0,0,0
gene-LOC109624389,2,2,0,0,4
gene-LOC109624391,4,2,4,3,2
gene-LOC109624394,136,115,169,123,97
gene-LOC109624397,0,0,4,6,2
gene-LOC109624400,43,51,33,10,45
gene-LOC109624401,552,388,601,345,409
gene-LOC109624402,47,65,41,64,47
gene-LOC109624403,320,259,386,235,315
gene-LOC109624404,0,0,0,0,0
gene-LOC109624408,48,85,80,120,25
gene-LOC109624410,100,83,198,61,115
gene-LOC109624411,1,2,15,1,7
gene-LOC109624412,3058,2092,1681,1305,2318
gene-LOC109624413,2975,2035,1763,1406,2061
gene-LOC109624414,10,42,16,60,16
gene-LOC109624415,10,8,6,7,9
gene-LOC109624416,14,22,40,12,24
gene-LOC109624418,13,17,10,2,6
gene-LOC109624428,120,77,99,28,107
gene-LOC109624430,14,10,18,22,8
gene-LOC109624433,31,21,6,17,10
gene-LOC109624434,0,0,0,0,0
gene-LOC109624435,0,0,0,0,0
gene-LOC109624436,0,2,0,2,4
gene-LOC109624438,2,0,0,0,0
gene-LOC109624439,7,0,0,2,0
gene-LOC109624440,862,641,980,564,864
gene-LOC109624441,6,10,25,23,8
gene-LOC109624442,172,60,105,39,152
gene-LOC109624443,3,2,1,0,0
gene-LOC109624444,376,354,169,481,298
gene-LOC109624445,0,0,0,0,0
gene-LOC109624446,18,24,17,20,6
gene-LOC109624447,192,245,325,259,228
gene-LOC109624448,0,1,0,10,2
gene-LOC109624452,0,0,0,0,0
gene-LOC109624455,2,19,3,13,9
gene-LOC109624456,0,2,0,2,0
gene-LOC109624457,0,0,0,0,0
gene-LOC109624460,4,2,0,0,0
gene-LOC109624466,45,50,57,13,64
gene-LOC109624467,1716,1280,1340,1315,1228
gene-LOC109624473,380,419,531,466,419
gene-LOC109624474,2,0,0,0,0
gene-LOC109624477,152,123,183,118,88
gene-LOC109624480,15,10,18,16,21
gene-LOC109624482,117,80,123,64,158
gene-LOC109624487,0,0,0,0,0
gene-LOC109624488,516,454,392,203,522
gene-LOC109624489,79,60,58,62,79
gene-LOC109624491,6,4,44,19,12
gene-LOC109624494,95,138,129,68,148
gene-LOC109624496,0,0,1,2,0
gene-LOC109624498,12,7,10,14,10
gene-LOC109624500,492,477,971,586,609
gene-LOC109624501,0,2,0,0,2
gene-LOC109624503,0,6,8,4,4
gene-LOC109624504,278,258,223,163,166
gene-LOC109624505,68,66,82,115,79
gene-LOC109624506,3,2,1,1,7
gene-LOC109624507,272,268,575,199,421
gene-LOC109624508,612,554,580,370,417
gene-LOC109624512,12,6,2,6,2
gene-LOC109624514,59,80,46,41,73
gene-LOC109624516,173,172,134,97,131
gene-LOC109624520,4,0,9,2,1
gene-LOC109624522,110,98,119,67,94
gene-LOC109624526,0,0,0,2,0
gene-LOC109624527,94,54,76,24,70
gene-LOC109624528,249,210,553,1266,219
gene-LOC109624530,0,0,0,0,0
gene-LOC109624532,0,0,0,0,0
gene-LOC109624533,169,84,106,70,133
gene-LOC109624538,296,466,559,266,111
gene-LOC109624539,0,0,2,0,0
gene-LOC109624540,416,404,416,376,341
gene-LOC109624541,26,33,40,20,30
gene-LOC109624542,413,401,393,293,380
gene-LOC109624544,402,456,2154,842,1201
gene-LOC109624545,31,46,88,77,61
gene-LOC109624547,108,130,104,62,109
gene-LOC109624549,386,308,438,81,354
gene-LOC109624550,870,663,636,525,1007
gene-LOC109624556,29,37,16,23,37
gene-LOC109624562,2,2,33,11,3
gene-LOC109624564,4,2,0,0,0
gene-LOC109624567,35,34,22,14,44
gene-LOC109624568,178,123,144,51,126
gene-LOC109624569,44,30,59,28,36
gene-LOC109624570,0,0,0,0,0
gene-LOC109624571,0,4,6,6,6
gene-LOC109624576,2,4,2,2,0
gene-LOC109624577,446,300,161,290,535
gene-LOC109624579,24,23,36,45,52
gene-LOC109624581,505,320,285,300,275
gene-LOC109624585,2,2,0,1,0
gene-LOC109624589,22,8,10,12,0
gene-LOC109624594,0,0,2,0,0
gene-LOC109624595,6,0,12,0,10
gene-LOC109624597,26,13,18,14,16
gene-LOC109624598,2,2,0,2,0
gene-LOC109624599,0,0,0,0,0
gene-LOC109624600,0,2,0,2,0
gene-LOC109624601,0,1,0,0,2
gene-LOC109624602,57,59,130,46,72
gene-LOC109624604,32,21,0,6,19
gene-LOC109624608,12,12,10,6,18
gene-LOC109624609,35,39,18,32,17
gene-LOC109624610,1,0,2,0,0
gene-LOC109624612,2371,2507,1675,1067,2282
gene-LOC109624613,123,101,119,45,133
gene-LOC109624618,12,13,26,17,12
gene-LOC109624623,0,0,2,2,0
gene-LOC109624624,96,98,116,44,74
gene-LOC109624625,48,66,53,30,64
gene-LOC109624626,8,3,15,6,12
gene-LOC109624627,351,281,251,136,266
gene-LOC109624632,0,0,0,0,0
gene-LOC109624634,8,10,30,20,20
gene-LOC109624635,601,426,1041,374,677
gene-LOC109624637,1,6,2,14,0
gene-LOC109624640,44,50,79,23,58
gene-LOC109624642,66,68,132,40,88
gene-LOC109624644,0,2,0,0,2
gene-LOC109624646,0,0,0,0,0
gene-LOC109624647,65,33,58,73,66
gene-LOC109624648,2,4,18,6,8
gene-LOC109624650,4,0,9,2,2
gene-LOC109624652,281,242,231,136,193
gene-LOC109624653,80,122,173,445,55
gene-LOC109624655,0,0,0,0,0
gene-LOC109624656,6,11,5,5,4
gene-LOC109624658,118,121,90,59,82
gene-LOC109624659,108,124,224,129,153
gene-LOC109624661,2,2,6,4,0
gene-LOC109624664,0,0,0,0,0
gene-LOC109624666,44,24,50,2,44
gene-LOC109624667,45,278,338,11439,65
gene-LOC109624670,77,70,876,13151,181
gene-LOC109624671,11,6,20,11,17
gene-LOC109624672,2,2,0,4,0
gene-LOC109624673,540,598,703,385,675
gene-LOC109624674,16,14,18,2,28
gene-LOC109624676,0,0,0,0,0
gene-LOC109624677,0,0,0,0,0
gene-LOC109624678,11,10,27,0,24
gene-LOC109624679,0,0,0,1,0
gene-LOC109624680,0,0,0,0,2
gene-LOC109624681,0,0,0,0,0
gene-LOC109624683,1,0,1,1,0
gene-LOC109624684,2,2,3,0,0
gene-LOC109624686,15,23,32,27,26
gene-LOC109624691,64,72,104,23,105
gene-LOC109624694,55,89,219,55,189
gene-LOC109624696,1,4,2,4,13
gene-LOC109624697,10,12,13,4,12
gene-LOC109624698,55,21,60,44,64
gene-LOC109624700,140,138,253,144,125
gene-LOC109624703,25,61,21,83,46
gene-LOC109624704,964,824,715,509,625
gene-LOC109624705,2,2,3,6,0
gene-LOC109624706,8,32,11,69,17
gene-LOC109624714,12341,10264,12264,12586,10623
gene-LOC109624716,3,0,0,0,0
gene-LOC109624718,827,700,894,748,916
gene-LOC109624719,431,760,357,235,344
gene-LOC109624720,6,0,0,0,8
gene-LOC109624724,4,6,11,2,6
gene-LOC109624727,115,128,215,57,165
gene-LOC109624732,413,295,290,230,266
gene-LOC109624741,262,219,355,93,284
gene-LOC109624742,59,38,18,16,18
gene-LOC109624744,28996,25167,24094,24640,22867
gene-LOC109624749,368,288,338,401,354
gene-LOC109624751,0,0,0,2,0
gene-LOC109624753,0,0,0,0,0
gene-LOC109624754,0,0,0,0,0
gene-LOC109624755,31,12,7,11,20
gene-LOC109624759,0,0,2,0,0
gene-LOC109624760,0,0,0,0,0
gene-LOC109624762,260,295,369,259,288
gene-LOC109624766,0,4,4,2,0
gene-LOC109624768,12,10,6,4,16
gene-LOC109624772,0,0,2,0,0
gene-LOC109624774,9,22,2,18,6
gene-LOC109624777,0,2,12,0,4
gene-LOC109624780,334,257,205,151,241
gene-LOC109624781,62,46,61,65,55
gene-LOC109624782,0,0,0,2,0
gene-LOC109624783,14,49,75,50,44
gene-LOC109624787,0,2,4,2,12
gene-LOC109624788,6,10,12,7,4
gene-LOC109624790,8,8,18,0,24
gene-LOC109624791,2,0,4,4,4
gene-LOC109624792,0,2,0,0,0
gene-LOC109624793,0,0,0,0,0
gene-LOC109624797,6,2,6,3,2
gene-LOC109624798,18,24,73,4,57
gene-LOC109624799,0,4,0,0,0
gene-LOC109624800,3257,4487,81733,17851,56018
gene-LOC109624801,23,27,28,20,37
gene-LOC109624803,0,0,0,0,0
gene-LOC109624805,16,15,34,18,28
gene-LOC109624807,96,99,138,78,105
gene-LOC109624808,4,0,2,4,1
gene-LOC109624809,157,82,42,43,138
gene-LOC109624811,4,2,0,3,2
gene-LOC109624812,178,136,193,101,175
gene-LOC109624813,60832,60885,48385,36012,47889
gene-LOC109624817,6,6,49,16,7
gene-LOC109624823,67,86,94,52,69
gene-LOC109624824,4,22,14,8,18
gene-LOC109624825,5,3,4,10,7
gene-LOC109624827,144,82,44,69,67
gene-LOC109624828,230,250,241,189,270
gene-LOC109624830,587,578,430,322,441
gene-LOC109624833,47,42,36,23,40
gene-LOC109624835,8,4,3,0,4
gene-LOC109624836,1217,937,1619,971,2988
gene-LOC109624838,0,0,0,0,0
gene-LOC109624839,195,187,173,106,136
gene-LOC109624840,0,2,0,2,4
gene-LOC109624841,431,561,1268,678,931
gene-LOC109624843,0,2,2,2,0
gene-LOC109624845,2,0,0,0,4
gene-LOC109624847,93,78,100,77,76
gene-LOC109624850,0,0,2,0,0
gene-LOC109624851,0,0,0,0,0
gene-LOC109624853,0,0,0,0,0
gene-LOC109624854,0,0,0,0,0
gene-LOC109624855,0,0,2,0,0
gene-LOC109624857,2497,2655,2931,2253,3072
gene-LOC109624858,14,1,14,2,9
gene-LOC109624859,0,0,0,0,0
gene-LOC109624860,0,2,2,0,0
gene-LOC109624861,0,0,0,0,0
gene-LOC109624863,0,0,0,0,0
gene-LOC109624864,0,0,0,0,0
gene-LOC109624865,14,16,13,16,15
gene-LOC109624869,2,2,4,0,0
gene-LOC109624870,8,7,64,8,10
gene-LOC109624875,0,0,0,0,0
gene-LOC109624876,173290,233879,149637,254967,125231
gene-LOC109624879,749,656,714,631,594
gene-LOC109624880,4,4,10,4,4
gene-LOC109624885,13,13,20,12,7
gene-LOC109624886,22,29,26,15,23
gene-LOC109624890,277,240,153,267,356
gene-LOC109624891,0,0,0,0,0
gene-LOC109624892,0,0,0,0,0
gene-LOC109624894,0,0,2,0,0
gene-LOC109624895,0,0,0,0,0
gene-LOC109624897,0,0,0,0,0
gene-LOC109624898,0,0,0,0,2
gene-LOC109624900,0,2,4,4,0
gene-LOC109624901,0,0,2,0,0
gene-LOC109624902,0,0,0,2,0
gene-LOC109624903,4,0,0,0,0
gene-LOC109624904,47,60,36,63,46
gene-LOC109624906,1,6,6,1,6
gene-LOC109624908,0,0,0,0,0
gene-LOC109624910,0,0,2,2,0
gene-LOC109624913,0,0,0,0,0
gene-LOC109624914,0,0,0,0,0
gene-LOC109624915,0,0,0,0,0
gene-LOC109624916,8,3,24,2,7
gene-LOC109624918,0,0,40,1,33
gene-LOC109624919,0,0,0,0,0
gene-LOC109624920,0,0,2,0,0
gene-LOC109624921,0,0,0,0,0
gene-LOC109624924,10,10,12,0,8
gene-LOC109624925,0,0,0,0,0
gene-LOC109624926,28,23,33,14,36
gene-LOC109624928,2,5,0,2,6
gene-LOC109624931,0,0,0,0,0
gene-LOC109624932,0,0,0,0,0
gene-LOC109624933,2,0,0,0,0
gene-LOC109624934,0,0,2,0,0
gene-LOC109624935,656,493,758,203,589
gene-LOC109624937,0,0,0,0,0
gene-LOC109624938,0,0,0,0,0
gene-LOC109624939,0,0,0,0,0
gene-LOC109624940,2,3,10,0,2
gene-LOC109624943,0,0,0,0,0
gene-LOC109624944,0,0,0,0,0
gene-LOC109624945,0,2,0,0,0
gene-LOC109624946,0,0,0,0,0
gene-LOC109624947,0,0,0,0,0
gene-LOC109624950,0,0,0,0,0
gene-LOC109624951,31,95,351,137,95
gene-LOC109624952,0,0,0,0,0
gene-LOC109624954,0,0,0,0,2
gene-LOC109624955,0,0,0,2,0
gene-LOC109624959,0,0,0,0,0
gene-LOC109624960,0,0,0,0,0
gene-LOC109624961,0,1,0,1,0
gene-LOC109624966,8,4,14,8,7
gene-LOC109624967,0,0,0,4,0
gene-LOC109624972,4,5,9,2,1
gene-LOC109624973,11,11,6,6,7
gene-LOC109624975,11,2,2,0,3
gene-LOC109624979,749,928,1263,476,933
gene-LOC109624980,258,173,161,83,227
gene-LOC109624981,384,381,395,301,355
gene-LOC109624982,330,191,160,106,273
gene-LOC109624983,223,176,204,149,200
gene-LOC109624985,0,0,0,0,0
gene-LOC109624986,6,4,6,9,6
gene-LOC109624987,0,0,0,0,0
gene-LOC109624988,0,0,0,0,0
gene-LOC109624990,319,309,323,279,324
gene-LOC109624991,41,31,75,51,68
gene-LOC109624992,497,471,675,279,503
gene-LOC109624993,4,7,30,6,35
gene-LOC109624998,819,743,868,605,787
gene-LOC109625000,364,456,629,425,412
gene-LOC109625003,103,100,183,104,89
gene-LOC109625006,2908,2842,2338,1878,2537
gene-LOC109625009,48,28,40,14,44
gene-LOC109625012,281,309,934,320,524
gene-LOC109625013,0,0,0,0,0
gene-LOC109625014,106,98,81,35,91
gene-LOC109625016,0,0,0,0,0
gene-LOC109625017,0,0,0,0,0
gene-LOC109625018,2,6,33,18,21
gene-LOC109625022,0,0,0,0,0
gene-LOC109625024,152,165,240,175,233
gene-LOC109625028,4,14,26,6,28
gene-LOC109625030,0,2,4,2,0
gene-LOC109625031,18,16,25,17,16
gene-LOC109625032,0,0,0,0,0
gene-LOC109625033,121,165,1032,617,539
gene-LOC109625034,54,75,210,138,113
gene-LOC109625035,59,49,52,47,57
gene-LOC109625039,34,33,31,33,21
gene-LOC109625041,323,362,410,159,312
gene-LOC109625042,360,422,302,216,301
gene-LOC109625043,636,785,1217,791,1164
gene-LOC109625046,1504,1256,904,956,817
gene-LOC109625047,244,244,243,1066,144
gene-LOC109625051,418,344,448,227,429
gene-LOC109625055,16,17,9,7,11
gene-LOC109625056,1,3,0,0,1
gene-LOC109625061,0,0,2,0,0
gene-LOC109625065,165,139,179,91,183
gene-LOC109625066,1014,797,723,756,596
gene-LOC109625075,10,6,43,9,14
gene-LOC109625077,70,48,12,30,47
gene-LOC109625081,22,19,29,23,23
gene-LOC109625092,89,81,147,61,97
gene-LOC109625093,90,117,104,82,110
gene-LOC109625098,11,11,16,6,19
gene-LOC109625099,910,693,890,708,933
gene-LOC109625104,604,586,418,221,367
gene-LOC109625105,881,760,618,642,578
gene-LOC109625106,659,503,441,285,407
gene-LOC109625111,4,7,38,8,24
gene-LOC109625112,94987,128498,75690,117832,75070
gene-LOC109625114,3325,3064,3982,2182,3678
gene-LOC109625116,205,208,210,117,209
gene-LOC109625117,40103,35502,46771,29245,29992
gene-LOC109625119,56,38,58,24,58
gene-LOC109625120,0,0,0,0,2
gene-LOC109625122,2,2,6,2,4
gene-LOC109625123,0,0,0,0,0
gene-LOC109625124,1,0,0,3,2
gene-LOC109625128,3665,2258,1373,1160,1806
gene-LOC109625134,31,22,31,39,36
gene-LOC109625136,96,120,71,59,88
gene-LOC109625138,148,160,318,122,205
gene-LOC109625142,52,78,132,77,95
gene-LOC109625143,276,229,248,58,238
gene-LOC109625147,451,341,682,294,572
gene-LOC109625148,71,87,72,26,90
gene-LOC109625150,208,119,163,96,128
gene-LOC109625151,97,93,791,126,391
gene-LOC109625159,186,127,133,79,110
gene-LOC109625160,0,0,0,0,0
gene-LOC109625162,0,0,0,0,0
gene-LOC109625163,22,25,94,20,71
gene-LOC109625166,277,313,531,191,344
gene-LOC109625170,30,33,26,18,30
gene-LOC109625171,88,64,106,63,95
gene-LOC109625176,25,15,22,8,6
gene-LOC109625177,127,113,266,133,194
gene-LOC109625178,253,234,211,182,210
gene-LOC109625179,49,48,89,34,103
gene-LOC109625181,24,12,33,2,17
gene-LOC109625183,0,0,0,0,0
gene-LOC109625184,541,734,1401,759,988
gene-LOC109625185,14,46,12,6,12
gene-LOC109625187,0,0,0,0,0
gene-LOC109625188,0,0,0,0,0
gene-LOC109625191,59,63,154,101,114
gene-LOC109625194,400,260,302,260,204
gene-LOC109625200,130,121,440,248,166
gene-LOC109625201,117,141,115,68,85
gene-LOC109625209,327,301,477,242,272
gene-LOC109625213,175,183,243,134,143
gene-LOC109625216,0,0,2,0,0
gene-LOC109625217,0,0,0,0,0
gene-LOC109625218,2,6,0,2,4
gene-LOC109625220,0,1,0,2,0
gene-LOC109625221,63,54,49,76,31
gene-LOC109625223,8,0,4,0,2
gene-LOC109625227,1442,1068,1273,755,1436
gene-LOC109625233,978,851,1320,877,1015
gene-LOC109625234,2,0,0,0,0
gene-LOC109625236,26,31,52,36,29
gene-LOC109625237,448,406,418,257,412
gene-LOC109625239,68,60,121,54,72
gene-LOC109625240,41,23,103,76,64
gene-LOC109625242,6,7,5,8,12
gene-LOC109625243,8,20,13,5,23
gene-LOC109625244,0,0,0,0,0
gene-LOC109625248,716,633,538,744,877
gene-LOC109625250,2,15,16,4,12
gene-LOC109625254,294,208,251,119,227
gene-LOC109625259,11401,10382,7837,7534,6137
gene-LOC109625261,70,79,174,43,92
gene-LOC109625266,375,335,374,195,191
gene-LOC109625268,0,10,4,8,1
gene-LOC109625270,468,261,586,490,532
gene-LOC109625276,66,57,60,95,72
gene-LOC109625278,266,163,251,151,174
gene-LOC109625279,0,0,0,0,0
gene-LOC109625282,30,11,8,0,10
gene-LOC109625283,26,14,25,9,24
gene-LOC109625290,0,0,0,0,0
gene-LOC109625293,0,0,4,2,0
gene-LOC109625297,849,888,1143,966,1313
gene-LOC109625298,666,880,960,737,1100
gene-LOC109625300,8,4,4,0,1
gene-LOC109625304,0,0,0,0,0
gene-LOC109625307,88,109,138,113,158
gene-LOC109625311,40,33,18,56,22
gene-LOC109625313,0,0,12,0,4
gene-LOC109625315,0,0,0,0,0
gene-LOC109625317,0,0,0,0,0
gene-LOC109625318,38,19,8,18,10
gene-LOC109625319,1547,1264,937,394,1233
gene-LOC109625323,0,0,0,4,4
gene-LOC109625324,20,63,133,104,47
gene-LOC109625331,5,1,3,0,0
gene-LOC109625332,8,6,22,0,19
gene-LOC109625333,0,0,2,20,0
gene-LOC109625335,0,0,0,0,0
gene-LOC109625338,6,10,10,2,13
gene-LOC109625341,270154,260002,208010,206977,206393
gene-LOC109625342,2884,3165,2575,1489,2648
gene-LOC109625344,0,0,0,0,0
gene-LOC109625345,0,0,0,2,0
gene-LOC109625347,119,163,119,97,47
gene-LOC109625348,0,0,0,0,0
gene-LOC109625349,8,6,0,20,12
gene-LOC109625350,250,197,79,86,180
gene-LOC109625352,0,0,0,0,0
gene-LOC109625353,96,112,163,110,75
gene-LOC109625354,24,9,16,5,9
gene-LOC109625355,14,13,23,6,19
gene-LOC109625358,157,175,165,118,119
gene-LOC109625359,85,110,101,83,142
gene-LOC109625360,0,0,0,0,0
gene-LOC109625361,0,0,0,0,0
gene-LOC109625363,0,0,2,2,0
gene-LOC109625364,0,0,0,0,0
gene-LOC109625365,77,42,112,67,120
gene-LOC109625367,39,36,70,32,73
gene-LOC109625368,0,0,0,0,0
gene-LOC109625371,16,14,33,20,14
gene-LOC109625374,0,0,0,0,0
gene-LOC109625377,0,0,0,4,2
gene-LOC109625381,0,2,0,0,0
gene-LOC109625382,0,0,4,0,0
gene-LOC109625383,0,0,0,0,0
gene-LOC109625387,2,0,0,0,0
gene-LOC109625388,372,302,325,280,250
gene-LOC109625389,16,12,31,9,17
gene-LOC109625390,0,0,4,0,0
gene-LOC109625391,207,172,109,102,189
gene-LOC109625392,7,1,4,8,0
gene-LOC109625393,0,0,0,0,0
gene-LOC109625394,197,73,21,28,103
gene-LOC109625395,0,0,0,0,0
gene-LOC109625396,120,72,157,129,81
gene-LOC109625397,76,55,128,311,118
gene-LOC109625398,21,16,18,48,12
gene-LOC109625399,51,27,36,18,39
gene-LOC109625400,384,335,548,405,456
gene-LOC109625401,206,187,296,219,169
gene-LOC109625402,6,4,4,4,0
gene-LOC109625403,1822,1553,1961,1339,1212
gene-LOC109625405,262,173,154,101,225
gene-LOC109625408,860,792,1306,800,1303
gene-LOC109625409,579,474,398,419,540
gene-LOC109625410,0,0,0,2,0
gene-LOC109625411,0,0,0,0,0
gene-LOC109625412,4,6,14,4,8
gene-LOC109625413,4,4,12,4,9
gene-LOC109625415,90,83,182,129,71
gene-LOC109625416,2,0,3,4,2
gene-LOC109625417,0,0,0,0,0
gene-LOC109625418,21,14,13,11,16
gene-LOC109625422,4,0,16,1,2
gene-LOC109625426,74,71,54,50,112
gene-LOC109625427,0,0,0,0,0
gene-LOC109625429,0,0,0,0,2
gene-LOC109625430,27,28,38,37,54
gene-LOC109625431,91,88,171,174,211
gene-LOC109625432,26,12,19,2,10
gene-LOC109625434,174,188,243,142,222
gene-LOC109625435,0,2,2,2,2
gene-LOC109625436,2,0,18,4,17
gene-LOC109625437,0,0,0,0,0
gene-LOC109625438,4,0,2,0,3
gene-LOC109625439,0,0,0,0,0
gene-LOC109625440,404,343,244,162,189
gene-LOC109625443,2,2,12,6,2
gene-LOC109625444,2,0,0,0,0
gene-LOC109625445,11,10,14,4,18
gene-LOC109625446,2,2,2,4,2
gene-LOC109625447,2,0,1,0,2
gene-LOC109625448,0,0,0,0,0
gene-LOC109625449,31767,23473,27253,30519,26638
gene-LOC109625451,18,40,102,94,38
gene-LOC109625452,0,0,0,0,0
gene-LOC109625453,18,13,24,9,10
gene-LOC109625454,4258,3245,3314,2543,2842
gene-LOC109625459,15,9,11,3,9
gene-LOC109625460,279,206,269,195,286
gene-LOC109625461,495,305,619,362,421
gene-LOC109625462,0,0,2,0,0
gene-LOC109625463,80,150,366,464,124
gene-LOC109625468,318,341,431,248,430
gene-LOC109625469,267,291,328,136,321
gene-LOC109625478,36,21,26,26,33
gene-LOC109625482,247,167,353,240,239
gene-LOC109625484,197,165,559,247,366
gene-LOC109625485,747,920,563,274,561
gene-LOC109625490,656,510,307,290,322
gene-LOC109625491,415,270,210,158,89
gene-LOC109625492,8,8,15,8,2
gene-LOC109625493,0,0,0,0,0
gene-LOC109625494,0,0,1,0,0
gene-LOC109625495,34,24,34,4,28
gene-LOC109625501,4,12,53,22,34
gene-LOC109625502,0,0,0,0,0
gene-LOC109625506,7,14,10,6,14
gene-LOC109625508,2,0,0,2,0
gene-LOC109625513,0,0,0,2,2
gene-LOC109625514,8,2,4,2,2
gene-LOC109625517,2,0,0,0,0
gene-LOC109625519,132,115,206,101,165
gene-LOC109625527,0,0,0,0,0
gene-LOC109625528,32,22,42,10,36
gene-LOC109625531,0,0,0,0,0
gene-LOC109625532,46,40,76,45,30
gene-LOC109625533,0,0,0,0,0
gene-LOC109625535,14,24,4,13,20
gene-LOC109625536,0,0,0,0,0
gene-LOC109625540,1,2,24,2,0
gene-LOC109625542,0,0,2,0,2
gene-LOC109625544,74,115,129,38,425
gene-LOC109625549,0,0,0,0,0
gene-LOC109625553,57,54,63,18,43
gene-LOC109625554,2,8,12,12,12
gene-LOC109625555,0,0,2,0,0
gene-LOC109625557,2,2,5,2,5
gene-LOC109625558,0,2,0,0,2
gene-LOC109625559,0,4,16,38,4
gene-LOC109625560,0,4,0,0,0
gene-LOC109625561,0,0,0,0,0
gene-LOC109625562,10,2,0,9,2
gene-LOC109625563,0,0,0,0,0
gene-LOC109625566,10,0,0,0,0
gene-LOC109625567,0,0,0,0,0
gene-LOC109625568,1,2,2,0,4
gene-LOC109625569,0,0,0,0,0
gene-LOC109625570,2,4,2,0,2
gene-LOC109625571,0,0,0,0,0
gene-LOC109625573,0,1,0,0,0
gene-LOC109625574,0,0,0,0,0
gene-LOC109625575,28,0,0,0,0
gene-LOC109625576,0,0,0,0,0
gene-LOC109625577,0,2,1,0,2
gene-LOC109625583,4,2,30,4,0
gene-LOC109625585,0,0,0,0,0
gene-LOC109625586,0,0,0,0,0
gene-LOC109625587,159,159,222,125,157
gene-LOC109625588,127,195,226,277,253
gene-LOC109625592,338,281,670,255,277
gene-LOC109625596,26,18,18,14,2
gene-LOC109625597,25,21,22,1,21
gene-LOC109625598,2899,2668,3404,3262,3010
gene-LOC109625601,243,215,352,178,306
gene-LOC109625603,25,36,25,16,48
gene-LOC109625605,421,343,459,242,443
gene-LOC109625606,111,123,162,110,143
gene-LOC109625607,0,0,0,0,0
gene-LOC109625608,0,0,0,2,0
gene-LOC109625609,0,0,0,0,0
gene-LOC109625615,12,3,12,14,8
gene-LOC109625616,6469,6111,5932,5466,7689
gene-LOC109625627,106,95,87,74,65
gene-LOC109625637,57,33,17,32,26
gene-LOC109625638,587,302,227,111,469
gene-LOC109625640,248,250,324,102,313
gene-LOC109625645,11,6,2,1,2
gene-LOC109625647,1653,1325,1398,1333,1585
gene-LOC109625650,97020,77217,86009,84580,100049
gene-LOC109625656,1075,788,1473,662,1032
gene-LOC109625657,4004,3333,2720,2020,2855
gene-LOC109625658,2161,2337,2557,2022,2460
gene-LOC109625663,38,18,126,25,76
gene-LOC109625670,99,83,86,135,64
gene-LOC109625674,5084,2692,3014,1521,3463
gene-LOC109625675,31,14,15,4,12
gene-LOC109625680,206,142,249,105,267
gene-LOC109625684,328,302,459,275,317
gene-LOC109625685,246,180,367,137,246
gene-LOC109625690,1,2,2,0,6
gene-LOC109625692,10,0,8,42,4
gene-LOC109625693,156,138,236,185,177
gene-LOC109625696,453,531,804,157,672
gene-LOC109625698,6,5,16,4,8
gene-LOC109625699,104,67,91,42,73
gene-LOC109625701,396,330,410,423,340
gene-LOC109625708,9,4,13,7,15
gene-LOC109625710,224,46,152,175,374
gene-LOC109625712,339,319,375,237,240
gene-LOC109625715,0,2,0,4,0
gene-LOC109625716,0,0,0,0,0
gene-LOC109625719,236,156,351,144,324
gene-LOC109625720,176,127,223,157,164
gene-LOC109625728,113,124,247,102,143
gene-LOC109625731,9,7,13,18,9
gene-LOC109625732,7,3,17,0,8
gene-LOC109625736,0,0,0,0,0
gene-LOC109625739,596,455,736,468,622
gene-LOC109625749,484,358,187,225,423
gene-LOC109625750,219,195,213,101,265
gene-LOC109625751,295,310,366,161,286
gene-LOC109625752,15,15,13,6,6
gene-LOC109625754,16,21,20,18,19
gene-LOC109625756,0,0,0,0,0
gene-LOC109625760,283,352,200,168,324
gene-LOC109625762,469,265,363,233,316
gene-LOC109625763,0,0,0,0,0
gene-LOC109625766,298,272,316,225,333
gene-LOC109625767,210,172,269,212,268
gene-LOC109625768,14,17,19,27,28
gene-LOC109625770,1845,1592,1852,1521,1986
gene-LOC109625771,63,77,58,62,60
gene-LOC109625772,159,156,325,190,168
gene-LOC109625781,283,314,249,345,304
gene-LOC109625783,0,0,9,8,0
gene-LOC109625785,0,0,6,0,2
gene-LOC109625786,4,1,2,0,2
gene-LOC109625787,22,120,371,300,89
gene-LOC109625788,0,2,0,2,4
gene-LOC109625791,156,127,378,120,254
gene-LOC109625802,164,159,370,96,296
gene-LOC109625803,418,324,1065,179,883
gene-LOC109625805,1121,885,510,523,488
gene-LOC109625806,13,16,16,6,16
gene-LOC109625810,67,53,65,68,71
gene-LOC109625815,4,0,2,0,0
